estado,lat,lon,municipio,valor,variavel
Parana,-24.954290982333024,-54.10046431039312,Diamante D'oeste,124.45870380517506,def
Parana,-22.63551682255624,-52.89242179629403,Diamante Do Norte,325.49139989190024,def
Parana,-24.990223729869204,-52.70384168835956,Diamante Do Sul,80.51572897959186,def
Parana,-25.749351908921057,-53.07473959626724,Dois Vizinhos,71.29757923128793,def
Parana,-23.34692260012622,-53.28861422007859,Douradina,235.3918034433941,def
Parana,-23.56083710366656,-52.21434843407629,Doutor Camargo,158.50071750321754,def
Parana,-24.62598992202382,-49.3924326849088,Doutor Ulysses,59.860577797224025,def
Parana,-25.90562204451421,-53.153370429540885,Eneas Marques,72.2657152496626,def
Parana,-23.760185230760666,-52.27046846193075,Engenheiro Beltrao,148.9106504556818,def
Parana,-24.714330659166563,-54.222328171296624,Entre Rios Do Oeste,145.41702115965927,def
Parana,-23.71361290476925,-53.79727407455307,Esperanca Nova,237.5185347985348,def
Parana,-25.33573743038424,-52.777082780458926,Espigao Alto Do Iguacu,66.49591400924734,def
Parana,-24.12339393108501,-52.62837584785618,Farol,131.96852209944754,def
Parana,-24.00151989916534,-51.2893892834954,Faxinal,106.0464046591186,def
Parana,-25.67673975003301,-49.29785938300393,Fazenda Rio Grande,44.46907390084192,def
Parana,-23.901250095054166,-52.02949395607461,Fenix,142.73577614379082,def
Parana,-25.516460616254943,-50.50851453710705,Fernandes Pinheiro,56.49729991805518,def
Parana,-23.87240112398465,-50.4272820594778,Figueira,131.00165891472872,def
Parana,-26.23691029688449,-53.2925677280211,Flor Da Serra Do Sul,67.95795684816679,def
Parana,-23.33317560046541,-52.34971077347674,Florai,183.903413560317,def
Parana,-23.606516686277804,-52.089797134907606,Floresta,150.32128519855598,def
Parana,-22.89294647247548,-51.40190695450569,Florestopolis,285.39898648126706,def
Parana,-23.105434159161828,-51.95624094350901,Florida,207.58809457900813,def
Parana,-24.292106020379748,-53.3304532138829,Formosa Do Oeste,163.73565965715875,def
Parana,-25.468547149845485,-54.4827058508401,Foz Do Iguacu,119.36748635959906,def
Parana,-25.696728602781324,-52.08832534684947,Foz Do Jordao,59.51610609219368,def
Parana,-24.09438074360406,-53.87201277466058,Francisco Alves,209.07781685112465,def
Parana,-26.048664449575742,-53.131155930609474,Francisco Beltrao,70.59070502283107,def
Parana,-26.47281185567356,-51.39203762659111,General Carneiro,26.37139414532149,def
Parana,-24.15887208783744,-51.90720773298685,Godoy Moreira,138.31609628008752,def
Parana,-24.16750031950271,-53.05301114275376,Goioere,157.57239725041387,def
Parana,-25.12621514814969,-51.9952330707141,Goioxim,66.91532176133431,def
Parana,-24.188545886161087,-51.44716565359191,Grandes Rios,113.1406584592427,def
Parana,-24.210772510630115,-54.23458716122105,Guaira,163.14664553246436,def
Parana,-22.922025138365115,-52.73962169053737,Guairaca,271.5045957580026,def
Parana,-25.15775497377012,-50.854604265727794,Guamiranga,62.788738951605865,def
Parana,-23.46733430031522,-50.07635818966121,Guapirama,151.90720417046262,def
Parana,-23.325366908400305,-52.82707701771578,Guaporema,224.9613940537142,def
Parana,-22.959513069176342,-51.682801081803454,Guaraci,242.67931626390487,def
Parana,-25.053965481415684,-52.863529071688845,Guaraniacu,77.0238112333348,def
Parana,-25.375229558663133,-51.48930527843669,Guarapuava,41.84990723163441,def
Parana,-25.21115704753116,-48.37212654306221,Guaraquecaba,26.57503718728871,def
Parana,-25.81711222258672,-48.768703968383285,Guaratuba,23.519875061833087,def
Parana,-26.149497334747323,-52.36754596186116,Honorio Serpa,47.55804968287524,def
Parana,-23.779624427202307,-50.28545730625726,Ibaiti,143.7445901434809,def
Parana,-25.148534574409386,-53.02839089251902,Ibema,68.54193891102257,def
Parana,-23.2364834318486,-51.03732973723453,Ibipora,223.8921772639692,def
Parana,-23.37249201134564,-53.58508243744164,Icaraima,230.6225701421134,def
Parana,-23.22612932652568,-51.84596722252237,Iguaracu,179.18863704732155,def
Parana,-24.640712035719883,-53.142560277056994,Iguatu,119.08688539914004,def
Parana,-24.437896298326205,-50.74069708909645,Imbau,79.72071141709701,def
Parana,-25.226114088071583,-50.66341035724357,Imbituva,62.122083773567184,def
Parana,-25.63593122804986,-51.19673563968144,Inacio Martins,32.28168317840833,def
Parana,-22.71802685121704,-52.22496790567565,Inaja,322.98598710317464,def
Parana,-23.485350737646783,-52.67264272160392,Indianopolis,188.82677850264065,def
Parana,-24.99269841013337,-50.58877329542006,Ipiranga,65.78486436896647,def
Parana,-24.029550086112977,-53.73600304553298,Ipora,231.8139290736359,def
Parana,-24.438120130846425,-53.35043287685951,Iracema Do Oeste,147.4559734822052,def
Parana,-25.48830803127908,-50.824628312212255,Irati,50.31780333068991,def
Parana,-24.35097459534644,-52.10948658165817,Iretama,140.98332932451385,def
Parana,-22.66232659397524,-51.96582518145069,Itaguaje,334.13687614105885,def
Parana,-25.154255889199483,-54.357370919348654,Itaipulandia,120.3675646704949,def
Parana,-22.98221380723721,-50.41344612777896,Itambaraca,320.9999815122943,def
Parana,-23.70614228928481,-52.00775339259462,Itambe,148.44621852025656,def
Parana,-25.98535024064649,-52.82169902504558,Itapejara D'oeste,69.39938781619516,def
Parana,-25.11332069080215,-49.49813897053859,Itaperucu,45.21493892791596,def
Parana,-22.72994318563744,-52.898189183731226,Itauna Do Sul,308.50318104118105,def
Parana,-24.98524054857438,-50.85975548095329,Ivai,65.77908040519152,def
Parana,-24.28276935826044,-51.628707412589165,Ivaipora,115.41165359477128,def
Parana,-23.352801282722577,-53.42341775271692,Ivate,230.19427161177228,def
Parana,-23.599997802588607,-52.178519445723055,Ivatuba,154.5877388855361,def
Parana,-23.71714259516955,-50.07927591748506,Jaboti,153.11136407699772,def
Parana,-23.148715655108536,-49.947483864199135,Jacarezinho,230.80230473670943,def
Parana,-23.06404709446659,-51.5586578244749,Jaguapita,217.5535595664895,def
Parana,-24.33050570214775,-49.69713544995618,Jaguariaiva,79.28581406370827,def
Parana,-23.62732166699912,-51.68376885555225,Jandaia Do Sul,132.26220698760918,def
Parana,-24.124716570794973,-52.80890274268534,Janiopolis,153.30914683244524,def
Parana,-23.727900916091063,-50.16309247352929,Japira,148.73352126319872,def
Parana,-23.43750433195756,-52.54066837521887,Japura,192.573753254103,def
Parana,-24.20553507794084,-51.77109824558693,Jardim Alegre,127.87136671958436,def
Parana,-22.573332004450407,-52.07864191017627,Jardim Olinda,365.1048028998641,def
Parana,-23.254059212363988,-50.918317432184665,Jataizinho,237.058808456854,def
Parana,-24.422291852351684,-53.40874964429361,Jesuitas,149.73520815752462,def
Parana,-23.45587747189505,-49.9096460775699,Joaquim Tavora,149.7004698651864,def
Parana,-23.47798383839353,-50.22931003666097,Jundiai Do Sul,167.30587304600974,def
Parana,-24.398934113974104,-52.83820057267146,Juranda,138.50060551558752,def
Parana,-23.63623030109599,-52.445896921512,Jussara,162.1939565602837,def
Parana,-23.856472002485635,-51.68932469691415,Kalore,132.47621439060208,def
Parana,-25.7697168531774,-49.871328136269895,Lapa,52.651824805743,def
Parana,-24.9156009459136,-52.46094469857031,Laranjal,84.96824461192645,def
Parana,-25.35416949112029,-52.379708320703024,Laranjeiras Do Sul,62.93877414491657,def
Parana,-23.02976513143677,-50.71310435242704,Leopolis,307.3523709328693,def
Parana,-24.09217119599259,-51.638989946289485,Lidianopolis,123.1637509903792,def
Parana,-25.263021757557613,-53.55563272194924,Lindoeste,89.96787756202808,def
Parana,-22.948605231136582,-53.07088685744033,Loanda,295.52153439577154,def
Parana,-22.981159147178275,-51.9868947419154,Lobato,243.61303524334693,def
Parana,-23.523450999935303,-51.10533390773215,Londrina,155.3068311308852,def
Parana,-24.34587618410784,-52.32940202867372,Luiziana,109.85995775802276,def
Parana,-24.07732261791466,-51.76842119909213,Lunardelli,131.86002960331558,def
Parana,-22.727298202199616,-51.66426783477265,Lupionopolis,320.7086768691217,def
Parana,-25.880128729967364,-50.85749384663945,Mallet,34.47909420556167,def
Parana,-24.35691278935189,-52.58290034583252,Mambore,114.18069080894652,def
Parana,-23.278335993982942,-52.05491235134879,Mandaguacu,171.7162071895425,def
Parana,-23.48174549937634,-51.70610375247446,Mandaguari,148.56187589199064,def
Parana,-25.83850906933468,-49.317847391825154,Mandirituba,40.335173542894566,def
Parana,-26.094369363787937,-53.34498248875912,Manfrinopolis,75.45303908766431,def
Parana,-26.035157598684204,-52.20586538124442,Mangueirinha,49.1058053543998,def
Parana,-24.48692577063386,-51.63826707997976,Manoel Ribas,110.29822607930709,def
Parana,-24.58529149217757,-54.15069403792136,Marechal Candido Rondon,148.5461494591937,def
Parana,-23.57929657937785,-53.22237552590622,Maria Helena,192.8555021798477,def
Parana,-23.530131213824934,-51.86713704867715,Marialva,147.69645611916272,def
Parana,-23.77323079990573,-51.28326904777133,Marilandia Do Sul,116.54105283776504,def
Parana,-22.736959710822703,-53.06059625758692,Marilena,311.52558096251,def
Parana,-24.052468721013547,-53.20679291796121,Mariluz,168.2438880295609,def
Parana,-23.400879341956127,-51.96739221863119,Maringa,155.93891609074228,def
Parana,-26.335672121794623,-52.58015015774385,Mariopolis,50.16788239100541,def
Parana,-24.439303014136467,-53.78067151397738,Maripa,171.71812157625027,def
Parana,-26.24450416566554,-53.09193229139415,Marmeleiro,63.42724604426599,def
Parana,-25.099620590534784,-52.25222848589147,Marquinho,72.55691941026492,def
Parana,-23.7536461918489,-51.65881554287439,Marumbi,130.50268332875584,def
Parana,-25.3594157022168,-53.90445283471576,Matelandia,91.7725544439612,def
Parana,-25.76177431490732,-48.55481869985952,Matinhos,20.861416867469888,def
Parana,-24.701299505922076,-52.21256980760981,Mato Rico,95.95129594835478,def
Parana,-23.91291467726425,-51.17733055702496,Maua Da Serra,99.37393812999656,def
Parana,-25.260852840271284,-54.10126903517666,Medianeira,94.96902454656156,def
Parana,-24.43378073869086,-54.18445790967184,Mercedes,152.85991411394218,def
Parana,-23.20072020723264,-52.74493820875961,Mirador,237.57829325407548,def
Parana,-22.974144182667864,-51.48390307319446,Miraselva,239.48073324905187,def
Parana,-25.09612674723077,-54.22922798997401,Missal,115.28288783981772,def
Parana,-24.02490395449478,-53.00120928509419,Moreira Sales,163.21538759047462,def
Parana,-25.517045397372264,-48.856058541122096,Morretes,25.94179251673033,def
Parana,-23.12935613590586,-51.73403487776526,Munhoz De Melo,200.07530764888517,def
Parana,-22.913106945817784,-51.79893624586849,Nossa Senhora Das Gracas,253.77344616682484,def
Parana,-23.167522127072218,-52.60991416650728,Nova Alianca Do Ivai,230.6293855331842,def
Parana,-23.343713415407777,-50.70495738036925,Nova America Da Colina,215.55036144578315,def
Parana,-24.504283796912453,-53.27363104247399,Nova Aurora,138.13647194279483,def
Parana,-24.655447895648656,-52.55066159387097,Nova Cantu,104.9140182648402,def
Parana,-23.190904910795005,-52.25011152374658,Nova Esperanca,197.1802047537228,def
Parana,-25.89903669553213,-53.25743935974528,Nova Esperanca Do Sudoeste,76.07673237090508,def
Parana,-23.41715329881276,-50.53775118711008,Nova Fatima,199.27898461538467,def
Parana,-25.220735121650797,-52.55955539208397,Nova Laranjeiras,67.94813448543262,def
Parana,-22.786930964782226,-52.95338083910168,Nova Londrina,303.1779861408773,def
Parana,-23.42644826561626,-53.07101236571054,Nova Olimpia,215.29713796058272,def
Parana,-25.587929260982623,-53.37811626260654,Nova Prata Do Iguacu,85.57471448848129,def
Parana,-23.59250075540813,-50.74083817896855,Nova Santa Barbara,147.41186954288648,def
Parana,-24.43955563896095,-53.95805631030108,Nova Santa Rosa,163.1948597268365,def
Parana,-24.461044599608684,-51.94398751899757,Nova Tebas,129.59982062626477,def
Parana,-23.781411069667147,-51.53164841816389,Novo Itacolomi,128.50900627110462,def
Parana,-24.13419426337839,-50.947619719742086,Ortigueira,96.3602625626676,def
Parana,-23.45939127210443,-52.23049544494426,Ourizona,161.9611195009849,def
Parana,-24.79322336928487,-53.90932111558325,Ouro Verde Do Oeste,147.37058706275724,def
Parana,-23.46475420819482,-52.12202800418941,Paicandu,157.47825686009898,def
Parana,-26.449822266604603,-51.81308526077404,Palmas,32.972914780230134,def
Parana,-25.44309031941617,-50.05822028599283,Palmeira,51.65940728152843,def
Parana,-24.853803960657014,-52.244498974635306,Palmital,87.51025182638591,def
Parana,-24.26718374510919,-53.82210298381134,Palotina,188.50473266998333,def
Parana,-23.264780299179108,-52.63474955505384,Paraiso Do Norte,220.72660290670416,def
Parana,-22.8484550638577,-52.14535788336986,Paranacity,282.13549957877,def
Parana,-25.54648769971796,-48.55301161799714,Paranagua,22.23080505038806,def
Parana,-22.661792182821618,-52.10143689611362,Paranapoema,340.1110850253809,def
Parana,-22.920556414665786,-52.510188523484594,Paranavai,265.98968764435097,def
Parana,-24.63161749449615,-54.25629099840873,Pato Bragado,147.7006522642293,def
Parana,-26.16862377269908,-52.66268303083581,Pato Branco,60.15264150943396,def
Parana,-26.176866231155486,-50.86071953630849,Paula Freitas,34.15008056260293,def
Parana,-26.06066500096741,-50.74847405055909,Paulo Frontin,35.50177284328739,def
Parana,-23.931813439900903,-52.32679352414165,Peabiru,134.45253866928553,def
Parana,-23.919218391813576,-53.366851000209664,Perobal,187.3257081717265,def
Parana,-23.831858700728027,-53.70547739768763,Perola,243.37724282888237,def
Parana,-25.845756098592204,-53.75397071849756,Perola D'oeste,91.0247959605993,def
Parana,-26.089544698335956,-49.4512739228251,Pien,35.06703135135135,def
Parana,-25.41810746419702,-49.15716946310438,Pinhais,37.08724799010513,def
Parana,-26.015339210697725,-53.47763641045995,Pinhal De Sao Bento,82.65379511059372,def
Parana,-23.90939202013587,-50.06719973609403,Pinhalao,142.3940706029366,def
Parana,-25.785003106861957,-51.63167140739613,Pinhao,37.35723843256312,def
Parana,-24.46959895319243,-49.93751915349563,Pirai Do Sul,63.67608223177362,def
Parana,-25.470954816598457,-49.05434338153044,Piraquara,28.777093910735022,def
Parana,-24.689922365384472,-51.779680861566696,Pitanga,88.00062328689545,def
Parana,-23.208834484496908,-51.57186440901566,Pitangueiras,183.11678493619664,def
Parana,-23.090247074194615,-52.934461499397365,Planaltina Do Parana,270.3180078316201,def
Parana,-25.733804688042632,-53.70992372086066,Planalto,93.4872807316519,def
Parana,-25.140505539609578,-50.08311736062514,Ponta Grossa,53.93704107736726,def
Parana,-25.639381825594967,-48.47586419191938,Pontal Do Parana,20.4669106416741,def
Parana,-22.74204378665904,-51.40965513359127,Porecatu,343.14746502221345,def
Parana,-25.53017438565372,-49.89729738900273,Porto Amazonas,51.50432512107813,def
Parana,-25.58314521838751,-52.3821124813732,Porto Barreiro,65.22078434405941,def
Parana,-22.831424015631228,-53.3131895997101,Porto Rico,292.38293857365966,def
Parana,-26.2282204236813,-51.22625945072554,Porto Vitoria,29.49560631383473,def
Parana,-23.030519534139497,-51.40307244001605,Prado Ferreira,233.64764307404815,def
Parana,-25.966186090393087,-53.72135461667047,Pranchita,86.9248353096179,def
Parana,-23.263307703104253,-52.14863990106673,Presidente Castelo Branco,175.11226989365608,def
Parana,-22.860001647196498,-51.07371208373892,Primeiro De Maio,313.8179907002959,def
Parana,-25.12499531411195,-51.10372556216052,Prudentopolis,56.734717682082376,def
Parana,-24.29753466819947,-53.138625465101605,Quarto Centenario,154.13523621216916,def
Parana,-23.563836946442464,-49.930402374188965,Quatigua,152.91705919897876,def
Parana,-25.36760927329889,-48.99432934655184,Quatro Barras,26.984591175240485,def
Parana,-24.525980509247347,-54.00552690174055,Quatro Pontes,156.4156166909267,def
Parana,-25.457045365667675,-52.954396749111496,Quedas Do Iguacu,70.16284218278902,def
Parana,-23.04384466708617,-53.52088768389069,Querencia Do Norte,252.67871944569177,def
Parana,-23.82936319049485,-52.13949894940819,Quinta Do Sol,145.15648507071762,def
Parana,-25.91363867526596,-49.48439058485072,Quitandinha,46.17641633901268,def
Parana,-25.097062397180764,-54.05274108086283,Ramilandia,105.44290458659302,def
Parana,-23.08023464959631,-50.91842653893256,Rancho Alegre,280.13466033683744,def
Parana,-24.28907245155756,-52.9562729130635,Rancho Alegre D'oeste,148.46185616651132,def
Parana,-25.673715600258053,-53.54309234604139,Realeza,91.1914225120619,def
Parana,-25.65808106418621,-50.62003055044363,Reboucas,47.89860591171424,def
Parana,-26.227370888709224,-52.94667745549328,Renascenca,61.4240265691344,def
Parana,-24.599126812734458,-50.95977625983888,Reserva,73.13428080610099,def
Parana,-25.86730661468668,-51.96301815114597,Reserva Do Iguacu,48.67771069182388,def
Parana,-23.26086575001164,-49.76232951557808,Ribeirao Claro,195.5015846294602,def
Parana,-23.447463716656888,-50.37403778455396,Ribeirao Do Pinhal,185.8524340251089,def
Parana,-25.720354164941973,-50.79118544748317,Rio Azul,40.02974665906642,def
Parana,-23.797083537009733,-51.4330149079403,Rio Bom,124.00417283950614,def
Parana,-25.543758991009003,-52.603953642498695,Rio Bonito Do Iguacu,66.17222150502933,def
Parana,-24.34405692690644,-51.35858350228136,Rio Branco Do Ivai,99.12027571644042,def
Parana,-25.07782133709918,-49.34437651042237,Rio Branco Do Sul,46.94661349354325,def
Parana,-26.094222424621908,-49.68313372583854,Rio Negro,39.67664028308039,def
Parana,-23.271902903337743,-51.40876480448376,Rolandia,171.7928135975916,def
Parana,-24.56338129106926,-52.25064659876261,Roncador,105.3198336919848,def
Parana,-23.476729204392427,-52.8031080938182,Rondon,195.5859900137741,def
Parana,-24.320716967977884,-51.20817571769462,Rosario Do Ivai,96.88229214731264,def
Parana,-23.348321382929853,-51.58401885455373,Sabaudia,155.8798571715953,def
Parana,-26.137588968064023,-53.41757943599072,Salgado Filho,76.38214462299138,def
Parana,-23.629888612778124,-49.682244020825,Salto Do Itarare,196.5896072336818,def
Parana,-25.7741254516288,-53.28832600772932,Salto Do Lontra,80.65545783755826,def
Parana,-23.25860039913739,-50.40782832748469,Santa Amelia,247.23249170222851,def
Parana,-23.54366571159624,-50.79917549082752,Santa Cecilia Do Pavao,160.20193244444448,def
Parana,-23.083611141379173,-53.36164046126351,Santa Cruz De Monte Castelo,266.49844191166954,def
Parana,-23.06260288980161,-51.83845313814598,Santa Fe,211.3439604097453,def
Parana,-24.88787209717956,-54.30647140025694,Santa Helena,136.44736698873996,def
Parana,-22.69333752911705,-51.89839288012455,Santa Ines,323.5288883833789,def
Parana,-23.11395944789957,-53.2398309922572,Santa Isabel Do Ivai,280.6497819983485,def
Parana,-25.78303802142883,-53.422641471339126,Santa Izabel Do Oeste,84.75054488873235,def
Parana,-25.395224340876347,-53.56851359452268,Santa Lucia,91.138246190946,def
Parana,-24.90969055099969,-51.92656233036067,Santa Maria Do Oeste,73.71086706881148,def
Parana,-23.059346863332635,-50.53848262791588,Santa Mariana,305.9414512994351,def
Parana,-23.153442150316035,-53.108627572498165,Santa Monica,276.31921378091863,def
Parana,-25.035426994520336,-53.611016821859565,Santa Tereza Do Oeste,97.97310015725829,def
Parana,-25.4526097157692,-54.43369171644267,Santa Terezinha De Itaipu,113.10531506849318,def
Parana,-23.75050041166362,-49.63213255955084,Santana Do Itarare,191.09709345440783,def
Parana,-23.29594435338773,-50.08524120824117,Santo Antonio Da Platina,194.666537196222,def
Parana,-22.69846252968536,-52.35565282368566,Santo Antonio Do Caiua,327.6151636395542,def
Parana,-23.580000866124266,-50.62998139401337,Santo Antonio Do Paraiso,148.5850394782012,def
Parana,-26.065355807832184,-53.62971479622245,Santo Antonio Do Sudoeste,82.25103198623225,def
Parana,-22.72168179587655,-51.80481737248429,Santo Inacio,314.3865562308044,def
Parana,-23.339138654729133,-52.4817906858197,Sao Carlos Do Ivai,201.55222994033312,def
Parana,-23.715965493472723,-50.777872359461234,Sao Jeronimo Da Serra,130.55173078256047,def
Parana,-25.77595184790261,-52.79452260530743,Sao Joao,68.93926431206104,def
Parana,-22.83765865005825,-52.32987645335488,Sao Joao Do Caiua,281.5995689928376,def
Parana,-23.99210452215412,-51.846985596540335,Sao Joao Do Ivai,137.3340315498455,def
Parana,-25.670168040596423,-50.2858646326368,Sao Joao Do Triunfo,49.86808638571617,def
Parana,-25.65480314519253,-52.93954532135068,Sao Jorge D'oeste,70.56100746635231,def
